% wiki_small
% out_node	in_node	sign
188	576	1.0
188	2114	1.0
188	579	1.0
188	68	1.0
188	328	1.0
188	1818	1.0
188	332	1.0
188	1870	-1.0
188	1615	1.0
188	80	1.0
188	1592	1.0
188	1123	1.0
188	597	1.0
188	598	1.0
188	2135	1.0
188	857	-1.0
188	1627	1.0
188	93	1.0
188	571	1.0
188	1636	1.0
188	2085	-1.0
188	870	1.0
188	104	1.0
188	1129	1.0
188	112	1.0
188	1269	1.0
188	882	1.0
188	446	1.0
188	375	1.0
188	2168	1.0
188	635	1.0
188	2173	1.0
188	639	1.0
188	134	1.0
188	1417	1.0
188	1162	1.0
188	322	1.0
188	398	1.0
188	2238	1.0
188	2448	1.0
188	3730	-1.0
188	147	1.0
188	404	1.0
188	2073	-1.0
188	152	1.0
188	156	1.0
188	1949	1.0
188	926	1.0
188	160	1.0
188	1698	1.0
188	165	1.0
188	2982	-1.0
188	2810	1.0
188	1312	1.0
188	1454	1.0
188	943	1.0
188	176	1.0
188	3066	-1.0
188	690	1.0
188	105	1.0
188	2485	1.0
188	413	1.0
188	4024	-1.0
188	441	1.0
188	186	1.0
188	1980	-1.0
188	189	1.0
188	190	1.0
188	191	1.0
188	1472	1.0
188	100	1.0
188	2242	1.0
188	2867	1.0
188	2990	1.0
188	1224	-1.0
188	76	1.0
188	1038	1.0
188	247	1.0
188	1442	1.0
188	2511	1.0
188	2256	1.0
188	760	1.0
188	37	1.0
188	1491	1.0
188	2104	1.0
188	3663	1.0
188	1245	1.0
188	734	1.0
188	805	1.0
188	1616	1.0
188	1659	1.0
188	996	1.0
188	2292	1.0
188	486	1.0
188	1512	1.0
188	1513	-1.0
188	234	1.0
188	1006	1.0
188	1263	1.0
188	497	1.0
188	2546	-1.0
188	859	1.0
188	1012	1.0
188	1790	1.0
188	1271	1.0
188	504	1.0
188	3065	-1.0
188	1795	1.0
188	1151	1.0
188	2812	-1.0
188	2558	1.0
188	1621	1.0
189	353	1.0
189	146	1.0
189	805	1.0
189	134	1.0
189	705	1.0
189	76	1.0
190	1024	1.0
190	1157	1.0
190	134	1.0
190	1544	-1.0
190	12	1.0
190	526	1.0
190	529	1.0
190	1006	1.0
190	919	-1.0
190	2328	-1.0
190	27	1.0
190	160	1.0
190	943	-1.0
190	2084	-1.0
190	2085	-1.0
190	2091	-1.0
190	2095	-1.0
190	1074	1.0
190	312	-1.0
190	2745	-1.0
190	6	1.0
190	956	1.0
190	320	1.0
190	961	1.0
190	2114	1.0
190	328	1.0
190	1615	1.0
190	2771	1.0
190	654	1.0
190	1622	1.0
190	186	1.0
190	601	1.0
190	347	1.0
190	2013	-1.0
190	2016	-1.0
190	610	1.0
190	229	-1.0
190	234	1.0
190	93	-1.0
190	111	1.0
190	1141	-1.0
190	1399	1.0
190	2054	-1.0
190	1790	1.0
191	1189	-1.0
191	3	1.0
191	3844	-1.0
191	517	1.0
191	134	1.0
191	135	1.0
191	1417	1.0
191	268	1.0
191	2114	1.0
191	915	1.0
191	2734	-1.0
191	260	1.0
191	2224	1.0
191	1484	1.0
191	2593	-1.0
191	1698	1.0
191	1226	1.0
191	2822	-1.0
191	807	1.0
191	3112	1.0
191	1962	-1.0
191	2475	1.0
191	2478	-1.0
191	2736	-1.0
191	690	1.0
191	1843	-1.0
191	564	1.0
191	57	1.0
191	560	1.0
191	1592	1.0
191	2745	-1.0
191	6	1.0
191	827	1.0
191	189	1.0
191	576	1.0
191	441	1.0
191	66	-1.0
191	579	1.0
191	1095	1.0
191	1353	-1.0
191	1994	-1.0
191	119	-1.0
191	2240	1.0
191	4024	-1.0
191	2771	-1.0
191	3669	-1.0
191	1622	1.0
191	2135	1.0
191	1368	-1.0
191	2810	1.0
191	1246	-1.0
191	37	1.0
191	226	1.0
191	2915	-1.0
191	486	1.0
191	104	1.0
191	105	1.0
191	2155	1.0
191	1645	-1.0
191	2109	-1.0
191	1392	-1.0
191	1778	1.0
191	627	-1.0
191	375	1.0
191	760	1.0
191	2938	-1.0
191	1659	-1.0
191	2558	1.0
191	1151	1.0
192	66	-1.0
192	134	1.0
192	9	-1.0
192	11	-1.0
192	301	-1.0
192	526	1.0
192	239	1.0
192	464	1.0
192	660	-1.0
192	279	1.0
192	504	1.0
192	571	-1.0
193	705	1.0
193	805	1.0
193	134	1.0
193	1543	1.0
193	8	1.0
193	95	-1.0
193	119	-1.0
193	1004	1.0
193	527	1.0
193	464	1.0
193	328	1.0
193	212	1.0
193	597	1.0
193	599	1.0
193	504	1.0
193	1012	-1.0
193	571	1.0
193	732	1.0
193	574	1.0
193	165	-1.0
194	4097	1.0
194	3074	1.0
194	2051	1.0
194	1029	1.0
194	1030	1.0
194	1031	1.0
194	4105	1.0
194	10	1.0
194	4110	1.0
194	3087	1.0
194	3088	1.0
194	18	1.0
194	4116	1.0
194	1046	1.0
194	3095	1.0
194	1050	1.0
194	4123	1.0
194	3102	1.0
194	3589	1.0
194	4129	1.0
194	4130	1.0
194	35	1.0
194	37	1.0
194	40	1.0
194	4444	1.0
194	4138	1.0
194	2097	1.0
194	3251	1.0
194	1077	1.0
194	2103	1.0
194	57	1.0
194	3130	1.0
194	60	1.0
194	3082	1.0
194	62	1.0
194	65	1.0
194	3260	1.0
194	68	1.0
194	1094	1.0
194	2913	-1.0
194	3149	1.0
194	3151	1.0
194	80	1.0
194	4181	1.0
194	2135	1.0
194	1112	1.0
194	89	1.0
194	2138	1.0
194	93	1.0
194	1119	1.0
194	2144	1.0
194	4193	1.0
194	1123	1.0
194	1124	1.0
194	3942	1.0
194	3176	1.0
194	3177	-1.0
194	1130	1.0
194	1133	1.0
194	4206	1.0
194	111	1.0
194	112	1.0
194	4211	1.0
194	2168	1.0
194	1145	1.0
194	4218	1.0
194	4219	1.0
194	2173	1.0
194	4222	1.0
194	1151	1.0
194	1155	1.0
194	3094	1.0
194	134	1.0
194	3207	1.0
194	2184	1.0
194	140	1.0
194	2191	1.0
194	4241	1.0
194	146	1.0
194	150	1.0
194	1176	1.0
194	2203	1.0
194	4252	1.0
194	3610	1.0
194	2245	-1.0
194	160	1.0
194	162	1.0
194	4260	-1.0
194	1189	1.0
194	1190	1.0
194	167	1.0
194	2217	1.0
194	2219	1.0
194	3245	-1.0
194	1198	1.0
194	176	-1.0
194	1203	1.0
194	4195	1.0
194	4297	1.0
194	3256	1.0
194	4281	1.0
194	2079	1.0
194	188	1.0
194	3261	-1.0
194	4286	1.0
194	1215	1.0
194	1220	1.0
194	4293	1.0
194	4295	1.0
194	1224	1.0
194	201	1.0
194	203	1.0
194	3277	1.0
194	4302	1.0
194	205	1.0
194	208	1.0
194	5330	-1.0
194	5157	1.0
194	3286	1.0
194	4312	1.0
194	217	-1.0
194	4133	1.0
194	2272	1.0
194	226	1.0
194	5499	1.0
194	3307	1.0
194	2284	1.0
194	239	1.0
194	3112	1.0
194	4339	1.0
194	2292	1.0
194	247	1.0
194	1272	1.0
194	2299	-1.0
194	2361	1.0
194	256	1.0
194	258	1.0
194	6404	1.0
194	262	1.0
194	3337	1.0
194	268	1.0
194	2320	1.0
194	274	1.0
194	3347	1.0
194	1301	1.0
194	278	1.0
194	4375	1.0
194	3353	1.0
194	1312	1.0
194	2341	1.0
194	3121	-1.0
194	296	1.0
194	4394	1.0
194	300	1.0
194	3379	1.0
194	308	1.0
194	2782	1.0
194	311	1.0
194	4408	1.0
194	4660	1.0
194	4319	1.0
194	2101	1.0
194	320	1.0
194	329	1.0
194	4151	1.0
194	2380	1.0
194	1361	-1.0
194	1364	1.0
194	341	1.0
194	344	1.0
194	5808	1.0
194	348	1.0
194	1082	1.0
194	4448	1.0
194	4449	1.0
194	2402	1.0
194	357	1.0
194	5479	-1.0
194	4456	1.0
194	2412	1.0
194	1389	1.0
194	366	1.0
194	3439	1.0
194	2416	-1.0
194	369	1.0
194	1395	1.0
194	372	1.0
194	374	1.0
194	375	-1.0
194	1403	1.0
194	2428	1.0
194	4478	1.0
194	4331	1.0
194	4484	1.0
194	3463	1.0
194	1416	1.0
194	1417	1.0
194	388	1.0
194	5230	1.0
194	3475	1.0
194	404	1.0
194	2453	-1.0
194	3478	1.0
194	2116	1.0
194	2459	1.0
194	412	1.0
194	4509	1.0
194	1440	1.0
194	1442	1.0
194	420	1.0
194	4517	1.0
194	3494	1.0
194	3495	-1.0
194	3484	1.0
194	426	1.0
194	2475	1.0
194	3500	-1.0
194	1454	1.0
194	433	1.0
194	2482	-1.0
194	436	1.0
194	439	-1.0
194	440	1.0
194	441	1.0
194	1466	1.0
194	446	1.0
194	1472	1.0
194	416	1.0
194	4618	1.0
194	1476	1.0
194	49	1.0
194	455	1.0
194	2436	1.0
194	464	1.0
194	3832	1.0
194	3538	1.0
194	1491	1.0
194	2517	1.0
194	2520	1.0
194	2522	1.0
194	1504	1.0
194	4578	1.0
194	4580	1.0
194	2536	1.0
194	1513	1.0
194	2540	1.0
194	2544	1.0
194	4595	1.0
194	500	1.0
194	4597	1.0
194	2233	1.0
194	2556	1.0
194	1534	-1.0
194	3583	-1.0
194	515	1.0
194	517	1.0
194	1299	1.0
194	529	1.0
194	2582	-1.0
194	5656	-1.0
194	1561	-1.0
194	538	1.0
194	4637	1.0
194	2590	1.0
194	4639	1.0
194	4640	1.0
194	547	1.0
194	6694	1.0
194	551	1.0
194	1579	1.0
194	4652	1.0
194	4653	1.0
194	1582	1.0
194	561	1.0
194	1587	1.0
194	564	1.0
194	1589	1.0
194	3639	-1.0
194	569	1.0
194	95	1.0
194	4669	1.0
194	332	1.0
194	3647	1.0
194	576	1.0
194	6240	1.0
194	582	1.0
194	4680	-1.0
194	586	1.0
194	2635	1.0
194	4686	1.0
194	4687	1.0
194	1616	1.0
194	2147	1.0
194	3668	1.0
194	1622	-1.0
194	6585	1.0
194	600	1.0
194	1625	1.0
194	604	1.0
194	5562	1.0
194	2654	-1.0
194	4703	1.0
194	610	1.0
194	611	1.0
194	1636	1.0
194	2646	1.0
194	2669	-1.0
194	5715	1.0
194	627	1.0
194	105	1.0
194	634	1.0
194	1666	1.0
194	6788	1.0
194	2693	1.0
194	449	1.0
194	2698	1.0
194	2704	1.0
194	4755	1.0
194	90	1.0
194	3182	1.0
194	662	1.0
194	6811	1.0
194	668	1.0
194	2843	1.0
194	6815	1.0
194	1698	1.0
194	2723	1.0
194	679	1.0
194	2323	1.0
194	1712	1.0
194	695	1.0
194	288	1.0
194	4807	1.0
194	1997	-1.0
194	725	1.0
194	4822	-1.0
194	1751	1.0
194	3800	1.0
194	729	1.0
194	2170	1.0
194	734	1.0
194	293	1.0
194	1760	1.0
194	742	1.0
194	750	1.0
194	760	1.0
194	1355	1.0
194	2175	1.0
194	365	1.0
194	2828	1.0
194	3862	1.0
194	5915	1.0
194	3869	1.0
194	1822	1.0
194	4230	1.0
194	1830	1.0
194	807	1.0
194	810	1.0
194	813	1.0
194	3208	1.0
194	5427	-1.0
194	823	1.0
194	2872	1.0
194	4405	1.0
194	4936	1.0
194	96	1.0
194	2890	1.0
194	2892	1.0
194	846	1.0
194	312	1.0
194	1874	1.0
194	851	1.0
194	854	-1.0
194	5433	-1.0
194	859	1.0
194	1885	1.0
194	865	1.0
194	1188	1.0
194	869	-1.0
194	870	1.0
194	2919	1.0
194	3948	1.0
194	3218	1.0
194	2928	1.0
194	882	1.0
194	3391	1.0
194	4757	1.0
194	900	1.0
194	4588	1.0
194	2417	1.0
194	1938	1.0
194	6202	1.0
194	2964	1.0
194	1944	1.0
194	2970	1.0
194	926	1.0
194	928	1.0
194	1953	1.0
194	931	1.0
194	2984	1.0
194	4010	1.0
194	1963	1.0
194	5040	1.0
194	2995	1.0
194	949	1.0
194	953	1.0
194	3004	1.0
194	959	1.0
194	963	1.0
194	3404	1.0
194	6091	1.0
194	5282	-1.0
194	3022	1.0
194	1999	1.0
194	3027	1.0
194	3028	1.0
194	3029	1.0
194	2007	1.0
194	5081	1.0
194	6110	1.0
194	3238	-1.0
194	3043	1.0
194	996	1.0
194	5093	1.0
194	998	1.0
194	2025	1.0
194	6823	1.0
194	1004	1.0
194	1006	1.0
194	1575	1.0
194	3058	1.0
194	5108	1.0
194	4265	1.0
194	4095	1.0
195	134	1.0
195	361	1.0
195	11	1.0
195	1038	1.0
195	564	1.0
195	1012	-1.0
195	1622	1.0
195	57	1.0
195	2104	1.0
195	153	1.0
195	2299	1.0
195	191	1.0
196	134	1.0
197	322	1.0
197	1219	1.0
197	134	1.0
197	9	-1.0
197	138	1.0
197	12	1.0
197	526	1.0
197	635	1.0
197	274	-1.0
197	579	1.0
197	3028	1.0
197	654	1.0
197	535	1.0
197	600	1.0
197	217	-1.0
197	414	1.0
197	734	1.0
197	353	1.0
197	226	1.0
197	35	-1.0
197	996	1.0
197	421	1.0
197	1190	1.0
197	3112	1.0
197	109	-1.0
197	1491	1.0
197	239	1.0
197	76	1.0
197	690	1.0
197	915	1.0
197	126	1.0
197	375	1.0
197	569	1.0
197	571	1.0
197	1148	1.0
197	189	1.0
197	574	1.0
197	1215	1.0
198	134	1.0
199	961	1.0
199	3	1.0
199	147	1.0
199	629	1.0
199	134	1.0
199	393	-1.0
199	399	1.0
199	189	1.0
199	5	1.0
200	322	1.0
200	3	-1.0
200	134	1.0
200	8	1.0
200	9	1.0
200	599	1.0
200	11	-1.0
200	12	-1.0
200	45	-1.0
200	399	-1.0
200	464	-1.0
200	387	-1.0
200	660	-1.0
200	279	-1.0
200	527	1.0
200	732	1.0
200	1119	1.0
200	237	1.0
200	239	-1.0
200	328	1.0
200	629	-1.0
200	215	-1.0
200	504	-1.0
200	571	1.0
200	574	1.0
201	1024	1.0
201	4097	-1.0
201	3	1.0
201	4100	-1.0
201	517	-1.0
201	518	1.0
201	1543	-1.0
201	3500	-1.0
201	3082	1.0
201	2060	-1.0
201	525	1.0
201	4110	1.0
201	3087	1.0
201	1524	-1.0
201	4696	1.0
201	2051	1.0
201	4116	1.0
201	2582	1.0
201	3095	1.0
201	1561	1.0
201	3610	1.0
201	2991	1.0
201	3495	1.0
201	2590	1.0
201	3103	1.0
201	545	-1.0
201	4894	1.0
201	547	1.0
201	4133	1.0
201	1575	1.0
201	40	1.0
201	274	1.0
201	1580	1.0
201	2605	1.0
201	349	1.0
201	560	1.0
201	3121	1.0
201	5406	-1.0
201	1272	1.0
201	2101	1.0
201	4150	-1.0
201	1591	1.0
201	1593	1.0
201	3130	1.0
201	60	1.0
201	4669	-1.0
201	62	1.0
201	1087	1.0
201	5696	-1.0
201	2116	1.0
201	1094	1.0
201	97	-1.0
201	2828	-1.0
201	439	-1.0
201	5198	1.0
201	3668	1.0
201	2147	1.0
201	1620	1.0
201	4181	1.0
201	1622	1.0
201	2135	1.0
201	5208	-1.0
201	1380	-1.0
201	1627	1.0
201	604	1.0
201	93	1.0
201	2654	1.0
201	4193	1.0
201	2235	-1.0
201	2150	1.0
201	102	1.0
201	1639	-1.0
201	3177	1.0
201	5459	1.0
201	5479	1.0
201	109	-1.0
201	4206	1.0
201	112	1.0
201	627	-1.0
201	3188	1.0
201	1726	-1.0
201	4198	1.0
201	5225	-1.0
201	2168	1.0
201	1145	-1.0
201	1659	-1.0
201	3946	-1.0
201	4222	1.0
201	639	1.0
201	3200	1.0
201	4288	1.0
201	1155	1.0
201	3862	1.0
201	134	1.0
201	2681	1.0
201	3208	-1.0
201	2697	1.0
201	654	1.0
201	4239	1.0
201	4241	1.0
201	3218	1.0
201	963	1.0
201	3182	1.0
201	5657	-1.0
201	5316	1.0
201	105	-1.0
201	2203	1.0
201	1050	1.0
201	2245	1.0
201	880	1.0
201	2723	1.0
201	1566	-1.0
201	1701	-1.0
201	3238	1.0
201	5489	-1.0
201	2217	1.0
201	711	1.0
201	3245	-1.0
201	1198	1.0
201	5359	1.0
201	2736	1.0
201	5310	1.0
201	3251	1.0
201	2229	1.0
201	4278	1.0
201	5321	1.0
201	1702	1.0
201	3615	1.0
201	188	1.0
201	3261	-1.0
201	3262	1.0
201	1215	-1.0
201	2240	1.0
201	1082	1.0
201	4290	-1.0
201	195	1.0
201	1220	1.0
201	4293	1.0
201	2593	-1.0
201	4297	1.0
201	1227	-1.0
201	4127	1.0
201	2238	1.0
201	4286	1.0
201	2256	1.0
201	4269	1.0
201	4643	1.0
201	724	-1.0
201	725	1.0
201	3286	1.0
201	3193	-1.0
201	2265	-1.0
201	4314	1.0
201	220	1.0
201	1245	1.0
201	2341	1.0
201	1760	1.0
201	226	1.0
201	635	1.0
201	2757	1.0
201	3639	1.0
201	2224	1.0
201	236	1.0
201	750	1.0
201	1133	1.0
201	3112	1.0
201	4219	1.0
201	2292	1.0
201	1269	1.0
201	928	-1.0
201	332	1.0
201	1275	1.0
201	4349	1.0
201	2261	1.0
201	2944	1.0
201	258	1.0
201	4822	1.0
201	4755	1.0
201	3337	1.0
201	4407	1.0
201	4216	1.0
201	268	1.0
201	3214	1.0
201	3346	1.0
201	3347	1.0
201	278	1.0
201	1497	-1.0
201	4493	1.0
201	1818	1.0
201	3760	-1.0
201	285	1.0
201	2334	1.0
201	2669	1.0
201	1312	1.0
201	5431	-1.0
201	293	1.0
201	2097	1.0
201	296	-1.0
201	1756	1.0
201	810	1.0
201	436	1.0
201	5597	1.0
201	3207	1.0
201	2184	1.0
201	1843	-1.0
201	308	1.0
201	311	1.0
201	2872	-1.0
201	2361	1.0
201	4801	1.0
201	4784	1.0
201	3901	-1.0
201	3902	1.0
201	4408	-1.0
201	1625	1.0
201	5344	1.0
201	5444	-1.0
201	2890	1.0
201	2103	1.0
201	2380	1.0
201	5346	1.0
201	5603	-1.0
201	1361	-1.0
201	5427	1.0
201	1699	1.0
201	854	1.0
201	569	1.0
201	344	1.0
201	345	1.0
201	3755	-1.0
201	4444	1.0
201	1885	1.0
201	5470	-1.0
201	4448	1.0
201	4449	1.0
201	2464	1.0
201	2404	1.0
201	357	1.0
201	3942	1.0
201	1383	1.0
201	4456	1.0
201	4970	1.0
201	5483	-1.0
201	3948	1.0
201	4547	1.0
201	3439	1.0
201	1392	-1.0
201	2536	1.0
201	882	1.0
201	1395	1.0
201	374	1.0
201	375	-1.0
201	2936	1.0
201	3647	1.0
201	2453	-1.0
201	1408	1.0
201	4331	1.0
201	900	-1.0
201	2877	1.0
201	1417	1.0
201	907	1.0
201	5230	1.0
201	2448	-1.0
201	1938	1.0
201	915	1.0
201	1940	-1.0
201	3048	1.0
201	919	1.0
201	1944	1.0
201	3027	1.0
201	3995	1.0
201	1436	1.0
201	2973	1.0
201	3486	1.0
201	4000	1.0
201	5687	-1.0
201	1442	1.0
201	2459	1.0
201	582	1.0
201	2982	1.0
201	876	1.0
201	2984	1.0
201	3484	1.0
201	4108	1.0
201	2219	1.0
201	3404	1.0
201	2990	1.0
201	943	1.0
201	2482	1.0
201	4531	1.0
201	2996	1.0
201	2485	1.0
201	950	1.0
201	2999	1.0
201	4024	1.0
201	441	1.0
201	3002	-1.0
201	3004	1.0
201	961	1.0
201	5499	1.0
201	1355	1.0
201	4039	-1.0
201	1356	1.0
201	1482	-1.0
201	4514	1.0
201	3022	1.0
201	3023	-1.0
201	760	1.0
201	2683	1.0
201	3235	1.0
201	3028	1.0
201	1495	1.0
201	2520	1.0
201	5081	1.0
201	5594	1.0
201	5011	1.0
201	3037	1.0
201	2016	1.0
201	3043	1.0
201	996	1.0
201	2214	1.0
201	998	1.0
201	2079	1.0
201	3049	1.0
201	4587	1.0
201	1006	1.0
201	4079	1.0
201	3057	1.0
201	3058	1.0
201	4595	1.0
201	3572	1.0
201	3065	1.0
201	4211	1.0
201	3583	-1.0
202	322	1.0
202	1299	1.0
202	742	1.0
202	134	1.0
202	9	1.0
202	1004	1.0
202	301	-1.0
203	515	1.0
203	5	1.0
203	134	1.0
203	8	1.0
203	525	1.0
203	399	1.0
203	147	1.0
203	662	1.0
203	279	1.0
203	152	1.0
203	153	1.0
203	1818	1.0
203	285	1.0
203	1822	1.0
203	544	1.0
203	545	1.0
203	35	-1.0
203	426	1.0
203	300	1.0
203	301	-1.0
203	1582	1.0
203	564	1.0
203	2334	1.0
203	1592	1.0
203	57	1.0
203	571	-1.0
203	446	1.0
203	1215	1.0
203	1472	1.0
203	1863	1.0
203	2892	1.0
203	1615	1.0
203	80	1.0
203	599	1.0
203	2782	1.0
203	1504	1.0
203	1123	1.0
203	100	1.0
203	870	1.0
203	486	1.0
203	2793	-1.0
203	2923	-1.0
203	2284	1.0
203	237	-1.0
203	500	1.0
203	629	1.0
203	504	1.0
203	1593	1.0
203	2556	1.0
203	998	1.0
203	2061	-1.0
204	279	1.0
204	705	1.0
204	322	-1.0
204	3	1.0
204	134	1.0
204	1217	-1.0
204	8	1.0
204	11	1.0
204	76	1.0
204	45	-1.0
204	464	1.0
204	147	1.0
204	212	1.0
204	215	1.0
204	414	1.0
204	100	1.0
204	327	1.0
204	1004	1.0
204	237	-1.0
204	239	1.0
204	328	1.0
204	629	1.0
204	504	1.0
204	379	1.0
205	4097	-1.0
205	515	1.0
205	5	-1.0
205	518	1.0
205	8	1.0
205	3082	1.0
205	11	1.0
205	526	1.0
205	527	1.0
205	1112	-1.0
205	18	1.0
205	3	1.0
205	5656	1.0
205	2590	1.0
205	517	1.0
205	4640	1.0
205	4129	1.0
205	4130	1.0
205	35	1.0
205	36	1.0
205	4133	1.0
205	4127	1.0
205	1580	1.0
205	49	1.0
205	4150	-1.0
205	2103	1.0
205	95	1.0
205	60	1.0
205	574	1.0
205	66	-1.0
205	579	1.0
205	2116	1.0
205	597	1.0
205	4680	1.0
205	2828	1.0
205	586	1.0
205	2635	1.0
205	5196	-1.0
205	4110	1.0
205	599	1.0
205	600	1.0
205	1625	1.0
205	90	1.0
205	1466	1.0
205	1119	1.0
205	2144	1.0
205	2412	1.0
205	2147	1.0
205	2150	1.0
205	5735	-1.0
205	3176	1.0
205	105	1.0
205	359	-1.0
205	1133	1.0
205	3182	1.0
205	111	1.0
205	112	1.0
205	629	1.0
205	3193	-1.0
205	634	1.0
205	4219	1.0
205	1148	1.0
205	2175	1.0
205	3200	1.0
205	2752	1.0
205	1155	1.0
205	1669	1.0
205	134	1.0
205	2184	1.0
205	876	1.0
205	3214	1.0
205	2191	1.0
205	3218	1.0
205	4755	1.0
205	660	-1.0
205	5230	1.0
205	1176	1.0
205	2203	1.0
205	668	1.0
205	5281	-1.0
205	162	1.0
205	4260	-1.0
205	165	-1.0
205	2214	1.0
205	4703	1.0
205	4265	1.0
205	5307	-1.0
205	4269	1.0
205	1712	1.0
205	2229	1.0
205	4278	1.0
205	3256	1.0
205	4281	1.0
205	4639	1.0
205	3261	1.0
205	3776	-1.0
205	705	1.0
205	4290	1.0
205	4293	1.0
205	5318	-1.0
205	4807	1.0
205	4810	-1.0
205	4301	1.0
205	3277	1.0
205	212	1.0
205	2261	1.0
205	2681	1.0
205	3800	1.0
205	729	1.0
205	331	1.0
205	4218	1.0
205	5719	-1.0
205	2272	1.0
205	226	1.0
205	2683	1.0
205	4330	1.0
205	4331	1.0
205	239	1.0
205	4339	1.0
205	928	1.0
205	3832	1.0
205	4151	1.0
205	2810	1.0
205	1151	1.0
205	258	1.0
205	3337	1.0
205	3248	1.0
205	1492	1.0
205	274	1.0
205	3347	1.0
205	3862	1.0
205	279	1.0
205	4888	1.0
205	3760	1.0
205	4894	-1.0
205	3361	1.0
205	2341	1.0
205	296	1.0
205	813	1.0
205	2872	1.0
205	2361	1.0
205	4784	1.0
205	1340	1.0
205	1760	1.0
205	322	1.0
205	327	1.0
205	4936	1.0
205	1865	1.0
205	5450	-1.0
205	1355	1.0
205	3404	1.0
205	4408	-1.0
205	341	1.0
205	345	1.0
205	859	1.0
205	353	1.0
205	2402	1.0
205	4453	1.0
205	3942	1.0
205	2919	1.0
205	4456	1.0
205	4969	1.0
205	4970	1.0
205	3948	1.0
205	3439	1.0
205	2416	1.0
205	1512	1.0
205	147	1.0
205	372	1.0
205	62	1.0
205	374	1.0
205	5499	1.0
205	4478	1.0
205	2453	1.0
205	387	-1.0
205	4997	1.0
205	2079	1.0
205	398	1.0
205	1938	1.0
205	3475	1.0
205	3048	-1.0
205	1944	1.0
205	3567	1.0
205	412	1.0
205	414	1.0
205	1440	1.0
205	1953	1.0
205	4514	1.0
205	3492	1.0
205	1963	1.0
205	5448	-1.0
205	2994	1.0
205	4531	-1.0
205	1950	1.0
205	440	1.0
205	3002	-1.0
205	3004	1.0
205	2890	1.0
205	959	1.0
205	4652	1.0
205	4547	1.0
205	5282	-1.0
205	3022	1.0
205	464	1.0
205	1272	1.0
205	3027	1.0
205	3028	1.0
205	2517	1.0
205	2520	1.0
205	420	1.0
205	3749	-1.0
205	4261	1.0
205	4578	1.0
205	1787	1.0
205	4580	1.0
205	5093	1.0
205	4193	1.0
205	2536	1.0
205	679	1.0
205	1004	1.0
205	4449	1.0
205	4595	1.0
205	2217	1.0
205	504	1.0
205	4181	1.0
206	1024	1.0
206	515	1.0
206	5	1.0
206	2822	1.0
206	8	1.0
206	9	1.0
206	11	1.0
206	2061	1.0
206	526	1.0
206	3	1.0
206	5908	1.0
206	5142	1.0
206	279	1.0
206	281	1.0
206	4637	1.0
206	287	1.0
206	2593	1.0
206	803	1.0
206	36	1.0
206	2054	1.0
206	6403	1.0
206	1074	1.0
206	2101	1.0
206	571	1.0
206	316	1.0
206	317	1.0
206	576	1.0
206	6112	1.0
206	322	1.0
206	829	1.0
206	327	1.0
206	328	1.0
206	695	1.0
206	1622	1.0
206	1621	1.0
206	598	1.0
206	600	1.0
206	100	1.0
206	1627	1.0
206	93	1.0
206	6240	1.0
206	97	1.0
206	610	1.0
206	1636	1.0
206	104	1.0
206	2410	1.0
206	2155	1.0
206	364	1.0
206	365	1.0
206	111	1.0
206	1043	1.0
206	1141	1.0
206	404	1.0
206	1403	1.0
206	2428	1.0
206	126	1.0
206	1157	1.0
206	134	1.0
206	961	1.0
206	535	1.0
206	654	1.0
206	399	1.0
206	146	1.0
206	660	1.0
206	406	1.0
206	581	1.0
206	417	1.0
206	1698	1.0
206	5540	1.0
206	165	1.0
206	1190	1.0
206	6056	1.0
206	1203	1.0
206	439	1.0
206	2233	1.0
206	956	1.0
206	190	1.0
206	629	1.0
206	705	1.0
206	1732	1.0
206	2245	1.0
206	203	1.0
206	464	1.0
206	212	1.0
206	217	1.0
206	1756	1.0
206	1245	1.0
206	2016	1.0
206	1148	1.0
206	235	1.0
206	1006	1.0
206	239	1.0
206	497	1.0
206	2821	1.0
206	1389	1.0
206	1528	1.0
206	1790	1.0
207	134	1.0
207	2323	1.0
207	1417	1.0
207	2135	1.0
207	268	1.0
207	398	1.0
207	146	1.0
207	1043	1.0
207	1454	1.0
207	316	1.0
207	153	1.0
207	803	1.0
207	37	1.0
207	3494	1.0
207	807	1.0
207	2990	1.0
207	3121	1.0
207	371	1.0
207	2101	1.0
207	566	1.0
207	2103	1.0
207	569	1.0
207	956	1.0
207	1094	1.0
207	203	1.0
207	1870	1.0
207	3663	1.0
207	80	1.0
207	2168	1.0
207	1699	1.0
207	598	1.0
207	1751	1.0
207	344	1.0
207	601	1.0
207	1756	1.0
207	734	1.0
207	100	1.0
207	1512	1.0
207	3177	1.0
207	551	1.0
207	111	1.0
207	112	1.0
207	882	1.0
207	627	1.0
207	2292	1.0
207	504	1.0
207	639	1.0
207	3477	1.0
208	1024	1.0
208	576	1.0
208	3074	1.0
208	134	1.0
208	2184	1.0
208	9	1.0
208	57	-1.0
208	11	1.0
208	12	-1.0
208	525	1.0
208	399	1.0
208	6672	1.0
208	742	1.0
208	195	-1.0
208	1300	-1.0
208	2990	1.0
208	535	-1.0
208	281	1.0
208	1818	1.0
208	27	1.0
208	156	-1.0
208	285	1.0
208	2334	1.0
208	3176	1.0
208	928	-1.0
208	1749	1.0
208	1188	1.0
208	37	1.0
